"Year","Month","Geography_Type","Strata","Strata_Name","Count","Annotation_Code","Annotation_Desc","Data_Revision_Date"
1977,10,Occurrence,Total Population,Total Population,30176,,,10/30/2024
1977,10,Residence,Total Population,Total Population,30206,,,10/30/2024
1977,11,Occurrence,Total Population,Total Population,28540,,,10/30/2024
1977,11,Residence,Total Population,Total Population,28528,,,10/30/2024
1977,12,Occurrence,Total Population,Total Population,28909,,,10/30/2024
1977,12,Residence,Total Population,Total Population,28936,,,10/30/2024
1978,01,Occurrence,Total Population,Total Population,28592,,,10/30/2024
1978,01,Residence,Total Population,Total Population,28595,,,10/30/2024
1978,02,Occurrence,Total Population,Total Population,26363,,,10/30/2024
1978,02,Residence,Total Population,Total Population,26371,,,10/30/2024
1978,03,Occurrence,Total Population,Total Population,29540,,,10/30/2024
1978,03,Residence,Total Population,Total Population,29544,,,10/30/2024
1978,04,Occurrence,Total Population,Total Population,27944,,,10/30/2024
1978,04,Residence,Total Population,Total Population,27948,,,10/30/2024
1978,05,Occurrence,Total Population,Total Population,29686,,,10/30/2024
1978,05,Residence,Total Population,Total Population,29682,,,10/30/2024
1978,06,Occurrence,Total Population,Total Population,29141,,,10/30/2024
1978,06,Residence,Total Population,Total Population,29126,,,10/30/2024
1978,07,Occurrence,Total Population,Total Population,31235,,,10/30/2024
1978,07,Residence,Total Population,Total Population,31214,,,10/30/2024
1978,08,Occurrence,Total Population,Total Population,32020,,,10/30/2024
1978,08,Residence,Total Population,Total Population,32046,,,10/30/2024
1978,09,Occurrence,Total Population,Total Population,31557,,,10/30/2024
1978,09,Residence,Total Population,Total Population,31558,,,10/30/2024
1978,10,Occurrence,Total Population,Total Population,30444,,,10/30/2024
1978,10,Residence,Total Population,Total Population,30438,,,10/30/2024
1978,11,Occurrence,Total Population,Total Population,29217,,,10/30/2024
1978,11,Residence,Total Population,Total Population,29199,,,10/30/2024
1978,12,Occurrence,Total Population,Total Population,30464,,,10/30/2024
1978,12,Residence,Total Population,Total Population,30435,,,10/30/2024
1979,01,Occurrence,Total Population,Total Population,30054,,,10/30/2024
1979,01,Residence,Total Population,Total Population,30056,,,10/30/2024
1979,02,Occurrence,Total Population,Total Population,27614,,,10/30/2024
1979,02,Residence,Total Population,Total Population,27637,,,10/30/2024
1979,03,Occurrence,Total Population,Total Population,31572,,,10/30/2024
1979,03,Residence,Total Population,Total Population,31548,,,10/30/2024
1979,04,Occurrence,Total Population,Total Population,30531,,,10/30/2024
1979,04,Residence,Total Population,Total Population,30528,,,10/30/2024
1979,05,Occurrence,Total Population,Total Population,31841,,,10/30/2024
1979,05,Residence,Total Population,Total Population,31843,,,10/30/2024
1979,06,Occurrence,Total Population,Total Population,31050,,,10/30/2024
1979,06,Residence,Total Population,Total Population,31055,,,10/30/2024
1979,07,Occurrence,Total Population,Total Population,32654,,,10/30/2024
1979,07,Residence,Total Population,Total Population,32646,,,10/30/2024
1979,08,Occurrence,Total Population,Total Population,33832,,,10/30/2024
1979,08,Residence,Total Population,Total Population,33787,,,10/30/2024
1979,09,Occurrence,Total Population,Total Population,32849,,,10/30/2024
1979,09,Residence,Total Population,Total Population,32840,,,10/30/2024
1979,10,Occurrence,Total Population,Total Population,32933,,,10/30/2024
1979,10,Residence,Total Population,Total Population,32944,,,10/30/2024
1979,11,Occurrence,Total Population,Total Population,32174,,,10/30/2024
1979,11,Residence,Total Population,Total Population,32183,,,10/30/2024
1979,12,Occurrence,Total Population,Total Population,32128,,,10/30/2024
1979,12,Residence,Total Population,Total Population,32120,,,10/30/2024
1980,01,Occurrence,Total Population,Total Population,32137,,,10/30/2024
1980,01,Residence,Total Population,Total Population,32090,,,10/30/2024
1980,02,Occurrence,Total Population,Total Population,30437,,,10/30/2024
1980,02,Residence,Total Population,Total Population,30432,,,10/30/2024
1980,03,Occurrence,Total Population,Total Population,32767,,,10/30/2024
1980,03,Residence,Total Population,Total Population,32746,,,10/30/2024
1980,04,Occurrence,Total Population,Total Population,32008,,,10/30/2024
1980,04,Residence,Total Population,Total Population,31973,,,10/30/2024
1980,05,Occurrence,Total Population,Total Population,33317,,,10/30/2024
1980,05,Residence,Total Population,Total Population,33306,,,10/30/2024
1980,06,Occurrence,Total Population,Total Population,32691,,,10/30/2024
1980,06,Residence,Total Population,Total Population,32683,,,10/30/2024
1980,07,Occurrence,Total Population,Total Population,35222,,,10/30/2024
1980,07,Residence,Total Population,Total Population,35196,,,10/30/2024
1980,08,Occurrence,Total Population,Total Population,35945,,,10/30/2024
1980,08,Residence,Total Population,Total Population,35909,,,10/30/2024
1980,09,Occurrence,Total Population,Total Population,35894,,,10/30/2024
1980,09,Residence,Total Population,Total Population,35887,,,10/30/2024
1980,10,Occurrence,Total Population,Total Population,35211,,,10/30/2024
1980,10,Residence,Total Population,Total Population,35197,,,10/30/2024
1980,11,Occurrence,Total Population,Total Population,32931,,,10/30/2024
1980,11,Residence,Total Population,Total Population,32889,,,10/30/2024
1980,12,Occurrence,Total Population,Total Population,34447,,,10/30/2024
1980,12,Residence,Total Population,Total Population,34412,,,10/30/2024
1981,01,Occurrence,Total Population,Total Population,32761,,,10/30/2024
1981,01,Residence,Total Population,Total Population,32711,,,10/30/2024
1981,02,Occurrence,Total Population,Total Population,31105,,,10/30/2024
1981,02,Residence,Total Population,Total Population,31080,,,10/30/2024
1981,03,Occurrence,Total Population,Total Population,35555,,,10/30/2024
1981,03,Residence,Total Population,Total Population,35554,,,10/30/2024
1981,04,Occurrence,Total Population,Total Population,34104,,,10/30/2024
1981,04,Residence,Total Population,Total Population,34064,,,10/30/2024
1981,05,Occurrence,Total Population,Total Population,35279,,,10/30/2024
1981,05,Residence,Total Population,Total Population,35269,,,10/30/2024
1981,06,Occurrence,Total Population,Total Population,35295,,,10/30/2024
1981,06,Residence,Total Population,Total Population,35269,,,10/30/2024
1981,07,Occurrence,Total Population,Total Population,36687,,,10/30/2024
1981,07,Residence,Total Population,Total Population,36628,,,10/30/2024
1981,08,Occurrence,Total Population,Total Population,37575,,,10/30/2024
1981,08,Residence,Total Population,Total Population,37517,,,10/30/2024
1981,09,Occurrence,Total Population,Total Population,36748,,,10/30/2024
1981,09,Residence,Total Population,Total Population,36704,,,10/30/2024
1981,10,Occurrence,Total Population,Total Population,36176,,,10/30/2024
1981,10,Residence,Total Population,Total Population,36107,,,10/30/2024
1981,11,Occurrence,Total Population,Total Population,34140,,,10/30/2024
1981,11,Residence,Total Population,Total Population,34073,,,10/30/2024
1981,12,Occurrence,Total Population,Total Population,35482,,,10/30/2024
1981,12,Residence,Total Population,Total Population,35442,,,10/30/2024
1982,01,Occurrence,Total Population,Total Population,34444,,,10/30/2024
1982,01,Residence,Total Population,Total Population,34411,,,10/30/2024
1982,02,Occurrence,Total Population,Total Population,32147,,,10/30/2024
1982,02,Residence,Total Population,Total Population,32134,,,10/30/2024
1982,03,Occurrence,Total Population,Total Population,35514,,,10/30/2024
1982,03,Residence,Total Population,Total Population,35489,,,10/30/2024
1982,04,Occurrence,Total Population,Total Population,34533,,,10/30/2024
1982,04,Residence,Total Population,Total Population,34501,,,10/30/2024
1982,05,Occurrence,Total Population,Total Population,36013,,,10/30/2024
1982,05,Residence,Total Population,Total Population,35984,,,10/30/2024
1982,06,Occurrence,Total Population,Total Population,35713,,,10/30/2024
1982,06,Residence,Total Population,Total Population,35687,,,10/30/2024
1982,07,Occurrence,Total Population,Total Population,38044,,,10/30/2024
1982,07,Residence,Total Population,Total Population,38009,,,10/30/2024
1982,08,Occurrence,Total Population,Total Population,38306,,,10/30/2024
1982,08,Residence,Total Population,Total Population,38316,,,10/30/2024
1982,09,Occurrence,Total Population,Total Population,38241,,,10/30/2024
1982,09,Residence,Total Population,Total Population,38241,,,10/30/2024
1982,10,Occurrence,Total Population,Total Population,36602,,,10/30/2024
1982,10,Residence,Total Population,Total Population,36574,,,10/30/2024
1982,11,Occurrence,Total Population,Total Population,34939,,,10/30/2024
1982,11,Residence,Total Population,Total Population,34911,,,10/30/2024
1982,12,Occurrence,Total Population,Total Population,35406,,,10/30/2024
1982,12,Residence,Total Population,Total Population,35374,,,10/30/2024
1983,01,Occurrence,Total Population,Total Population,35382,,,10/30/2024
1983,01,Residence,Total Population,Total Population,35381,,,10/30/2024
1983,02,Occurrence,Total Population,Total Population,33007,,,10/30/2024
1983,02,Residence,Total Population,Total Population,32991,,,10/30/2024
1983,03,Occurrence,Total Population,Total Population,36947,,,10/30/2024
1983,03,Residence,Total Population,Total Population,36930,,,10/30/2024
1983,04,Occurrence,Total Population,Total Population,35441,,,10/30/2024
1983,04,Residence,Total Population,Total Population,35406,,,10/30/2024
1983,05,Occurrence,Total Population,Total Population,36561,,,10/30/2024
1983,05,Residence,Total Population,Total Population,36561,,,10/30/2024
1983,06,Occurrence,Total Population,Total Population,35988,,,10/30/2024
1983,06,Residence,Total Population,Total Population,35961,,,10/30/2024
1983,07,Occurrence,Total Population,Total Population,37693,,,10/30/2024
1983,07,Residence,Total Population,Total Population,37649,,,10/30/2024
1983,08,Occurrence,Total Population,Total Population,38981,,,10/30/2024
1983,08,Residence,Total Population,Total Population,38922,,,10/30/2024
1983,09,Occurrence,Total Population,Total Population,38136,,,10/30/2024
1983,09,Residence,Total Population,Total Population,38089,,,10/30/2024
1983,10,Occurrence,Total Population,Total Population,37252,,,10/30/2024
1983,10,Residence,Total Population,Total Population,37209,,,10/30/2024
1983,11,Occurrence,Total Population,Total Population,34718,,,10/30/2024
1983,11,Residence,Total Population,Total Population,34690,,,10/30/2024
1983,12,Occurrence,Total Population,Total Population,35977,,,10/30/2024
1983,12,Residence,Total Population,Total Population,35933,,,10/30/2024
1984,01,Occurrence,Total Population,Total Population,35271,,,10/30/2024
1984,01,Residence,Total Population,Total Population,35276,,,10/30/2024
1984,02,Occurrence,Total Population,Total Population,33317,,,10/30/2024
1984,02,Residence,Total Population,Total Population,33299,,,10/30/2024
1984,03,Occurrence,Total Population,Total Population,36982,,,10/30/2024
1984,03,Residence,Total Population,Total Population,36977,,,10/30/2024
1984,04,Occurrence,Total Population,Total Population,35345,,,10/30/2024
1984,04,Residence,Total Population,Total Population,35365,,,10/30/2024
1984,05,Occurrence,Total Population,Total Population,37160,,,10/30/2024
1984,05,Residence,Total Population,Total Population,37158,,,10/30/2024
1984,06,Occurrence,Total Population,Total Population,36082,,,10/30/2024
1984,06,Residence,Total Population,Total Population,36074,,,10/30/2024
1984,07,Occurrence,Total Population,Total Population,38966,,,10/30/2024
1984,07,Residence,Total Population,Total Population,38967,,,10/30/2024
1984,08,Occurrence,Total Population,Total Population,40540,,,10/30/2024
1984,08,Residence,Total Population,Total Population,40514,,,10/30/2024
1984,09,Occurrence,Total Population,Total Population,40369,,,10/30/2024
1984,09,Residence,Total Population,Total Population,40341,,,10/30/2024
1984,10,Occurrence,Total Population,Total Population,39129,,,10/30/2024
1984,10,Residence,Total Population,Total Population,39082,,,10/30/2024
1984,11,Occurrence,Total Population,Total Population,36740,,,10/30/2024
1984,11,Residence,Total Population,Total Population,36724,,,10/30/2024
1984,12,Occurrence,Total Population,Total Population,37676,,,10/30/2024
1984,12,Residence,Total Population,Total Population,37617,,,10/30/2024
1985,01,Occurrence,Total Population,Total Population,38095,,,10/30/2024
1985,01,Residence,Total Population,Total Population,38061,,,10/30/2024
1985,02,Occurrence,Total Population,Total Population,34183,,,10/30/2024
1985,02,Residence,Total Population,Total Population,34160,,,10/30/2024
1985,03,Occurrence,Total Population,Total Population,38132,,,10/30/2024
1985,03,Residence,Total Population,Total Population,38098,,,10/30/2024
1985,04,Occurrence,Total Population,Total Population,36827,,,10/30/2024
1985,04,Residence,Total Population,Total Population,36788,,,10/30/2024
1985,05,Occurrence,Total Population,Total Population,39123,,,10/30/2024
1985,05,Residence,Total Population,Total Population,39088,,,10/30/2024
1985,06,Occurrence,Total Population,Total Population,37565,,,10/30/2024
1985,06,Residence,Total Population,Total Population,37574,,,10/30/2024
1985,07,Occurrence,Total Population,Total Population,41615,,,10/30/2024
1985,07,Residence,Total Population,Total Population,41555,,,10/30/2024
1985,08,Occurrence,Total Population,Total Population,43310,,,10/30/2024
1985,08,Residence,Total Population,Total Population,43291,,,10/30/2024
1985,09,Occurrence,Total Population,Total Population,42274,,,10/30/2024
1985,09,Residence,Total Population,Total Population,42246,,,10/30/2024
1985,10,Occurrence,Total Population,Total Population,41752,,,10/30/2024
1985,10,Residence,Total Population,Total Population,41754,,,10/30/2024
1985,11,Occurrence,Total Population,Total Population,38571,,,10/30/2024
1985,11,Residence,Total Population,Total Population,38532,,,10/30/2024
1985,12,Occurrence,Total Population,Total Population,39709,,,10/30/2024
1985,12,Residence,Total Population,Total Population,39669,,,10/30/2024
1986,01,Occurrence,Total Population,Total Population,38861,,,10/30/2024
1986,01,Residence,Total Population,Total Population,38844,,,10/30/2024
1986,02,Occurrence,Total Population,Total Population,35843,,,10/30/2024
1986,02,Residence,Total Population,Total Population,35833,,,10/30/2024
1986,03,Occurrence,Total Population,Total Population,39449,,,10/30/2024
1986,03,Residence,Total Population,Total Population,39380,,,10/30/2024
1986,04,Occurrence,Total Population,Total Population,38793,,,10/30/2024
1986,04,Residence,Total Population,Total Population,38735,,,10/30/2024
1986,05,Occurrence,Total Population,Total Population,40844,,,10/30/2024
1986,05,Residence,Total Population,Total Population,40802,,,10/30/2024
1986,06,Occurrence,Total Population,Total Population,39876,,,10/30/2024
1986,06,Residence,Total Population,Total Population,39814,,,10/30/2024
1986,07,Occurrence,Total Population,Total Population,42611,,,10/30/2024
1986,07,Residence,Total Population,Total Population,42545,,,10/30/2024
1986,08,Occurrence,Total Population,Total Population,43466,,,10/30/2024
1986,08,Residence,Total Population,Total Population,43385,,,10/30/2024
1986,09,Occurrence,Total Population,Total Population,42630,,,10/30/2024
1986,09,Residence,Total Population,Total Population,42566,,,10/30/2024
1986,10,Occurrence,Total Population,Total Population,41583,,,10/30/2024
1986,10,Residence,Total Population,Total Population,41534,,,10/30/2024
1986,11,Occurrence,Total Population,Total Population,38345,,,10/30/2024
1986,11,Residence,Total Population,Total Population,38295,,,10/30/2024
1986,12,Occurrence,Total Population,Total Population,40229,,,10/30/2024
1986,12,Residence,Total Population,Total Population,40172,,,10/30/2024
1987,01,Occurrence,Total Population,Total Population,40143,,,10/30/2024
1987,01,Residence,Total Population,Total Population,40126,,,10/30/2024
1987,02,Occurrence,Total Population,Total Population,36963,,,10/30/2024
1987,02,Residence,Total Population,Total Population,36925,,,10/30/2024
1987,03,Occurrence,Total Population,Total Population,41770,,,10/30/2024
1987,03,Residence,Total Population,Total Population,41745,,,10/30/2024
1987,04,Occurrence,Total Population,Total Population,41012,,,10/30/2024
1987,04,Residence,Total Population,Total Population,40996,,,10/30/2024
1987,05,Occurrence,Total Population,Total Population,42140,,,10/30/2024
1987,05,Residence,Total Population,Total Population,42154,,,10/30/2024
1987,06,Occurrence,Total Population,Total Population,42592,,,10/30/2024
1987,06,Residence,Total Population,Total Population,42568,,,10/30/2024
1987,07,Occurrence,Total Population,Total Population,44573,,,10/30/2024
1987,07,Residence,Total Population,Total Population,44557,,,10/30/2024
1987,08,Occurrence,Total Population,Total Population,43702,,,10/30/2024
1987,08,Residence,Total Population,Total Population,43672,,,10/30/2024
1987,09,Occurrence,Total Population,Total Population,44233,,,10/30/2024
1987,09,Residence,Total Population,Total Population,44187,,,10/30/2024
1987,10,Occurrence,Total Population,Total Population,43015,,,10/30/2024
1987,10,Residence,Total Population,Total Population,42982,,,10/30/2024
1987,11,Occurrence,Total Population,Total Population,40672,,,10/30/2024
1987,11,Residence,Total Population,Total Population,40643,,,10/30/2024
1987,12,Occurrence,Total Population,Total Population,42840,,,10/30/2024
1987,12,Residence,Total Population,Total Population,42821,,,10/30/2024
1988,01,Occurrence,Total Population,Total Population,41581,,,10/30/2024
1988,01,Residence,Total Population,Total Population,41535,,,10/30/2024
1988,02,Occurrence,Total Population,Total Population,40118,,,10/30/2024
1988,02,Residence,Total Population,Total Population,40054,,,10/30/2024
1988,03,Occurrence,Total Population,Total Population,43654,,,10/30/2024
1988,03,Residence,Total Population,Total Population,43604,,,10/30/2024
1988,04,Occurrence,Total Population,Total Population,43157,,,10/30/2024
1988,04,Residence,Total Population,Total Population,43097,,,10/30/2024
1988,05,Occurrence,Total Population,Total Population,45190,,,10/30/2024
1988,05,Residence,Total Population,Total Population,45143,,,10/30/2024
1988,06,Occurrence,Total Population,Total Population,44312,,,10/30/2024
1988,06,Residence,Total Population,Total Population,44250,,,10/30/2024
1988,07,Occurrence,Total Population,Total Population,45551,,,10/30/2024
1988,07,Residence,Total Population,Total Population,45486,,,10/30/2024
1988,08,Occurrence,Total Population,Total Population,47770,,,10/30/2024
1988,08,Residence,Total Population,Total Population,47697,,,10/30/2024
1988,09,Occurrence,Total Population,Total Population,47815,,,10/30/2024
1988,09,Residence,Total Population,Total Population,47759,,,10/30/2024
1988,10,Occurrence,Total Population,Total Population,46039,,,10/30/2024
1988,10,Residence,Total Population,Total Population,45980,,,10/30/2024
1988,11,Occurrence,Total Population,Total Population,43889,,,10/30/2024
1988,11,Residence,Total Population,Total Population,43822,,,10/30/2024
1988,12,Occurrence,Total Population,Total Population,44352,,,10/30/2024
1988,12,Residence,Total Population,Total Population,44281,,,10/30/2024
1989,01,Occurrence,Total Population,Total Population,44799,,,10/30/2024
1989,01,Residence,Total Population,Total Population,44734,,,10/30/2024
1989,02,Occurrence,Total Population,Total Population,41504,,,10/30/2024
1989,02,Residence,Total Population,Total Population,41442,,,10/30/2024
1989,03,Occurrence,Total Population,Total Population,46491,,,10/30/2024
1989,03,Residence,Total Population,Total Population,46426,,,10/30/2024
1989,04,Occurrence,Total Population,Total Population,44241,,,10/30/2024
1989,04,Residence,Total Population,Total Population,44161,,,10/30/2024
1989,05,Occurrence,Total Population,Total Population,47703,,,10/30/2024
1989,05,Residence,Total Population,Total Population,47628,,,10/30/2024
1989,06,Occurrence,Total Population,Total Population,47314,,,10/30/2024
1989,06,Residence,Total Population,Total Population,47208,,,10/30/2024
1989,07,Occurrence,Total Population,Total Population,49224,,,10/30/2024
1989,07,Residence,Total Population,Total Population,49137,,,10/30/2024
1989,08,Occurrence,Total Population,Total Population,51764,,,10/30/2024
1989,08,Residence,Total Population,Total Population,51679,,,10/30/2024
1989,09,Occurrence,Total Population,Total Population,51059,,,10/30/2024
1989,09,Residence,Total Population,Total Population,50945,,,10/30/2024
1989,10,Occurrence,Total Population,Total Population,49699,,,10/30/2024
1989,10,Residence,Total Population,Total Population,49585,,,10/30/2024
1989,11,Occurrence,Total Population,Total Population,47599,,,10/30/2024
1989,11,Residence,Total Population,Total Population,47505,,,10/30/2024
1989,12,Occurrence,Total Population,Total Population,48969,,,10/30/2024
1989,12,Residence,Total Population,Total Population,48858,,,10/30/2024
1990,01,Occurrence,Total Population,Total Population,48110,,,10/30/2024
1990,01,Residence,Total Population,Total Population,48029,,,10/30/2024
1990,02,Occurrence,Total Population,Total Population,45304,,,10/30/2024
1990,02,Residence,Total Population,Total Population,45214,,,10/30/2024
1990,03,Occurrence,Total Population,Total Population,51302,,,10/30/2024
1990,03,Residence,Total Population,Total Population,51187,,,10/30/2024
1990,04,Occurrence,Total Population,Total Population,48682,,,10/30/2024
1990,04,Residence,Total Population,Total Population,48606,,,10/30/2024
1990,05,Occurrence,Total Population,Total Population,52075,,,10/30/2024
1990,05,Residence,Total Population,Total Population,51983,,,10/30/2024
1990,06,Occurrence,Total Population,Total Population,50933,,,10/30/2024
1990,06,Residence,Total Population,Total Population,50830,,,10/30/2024
1990,07,Occurrence,Total Population,Total Population,53409,,,10/30/2024
1990,07,Residence,Total Population,Total Population,53295,,,10/30/2024
1990,08,Occurrence,Total Population,Total Population,55100,,,10/30/2024
1990,08,Residence,Total Population,Total Population,54979,,,10/30/2024
1990,09,Occurrence,Total Population,Total Population,53703,,,10/30/2024
1990,09,Residence,Total Population,Total Population,53584,,,10/30/2024
1990,10,Occurrence,Total Population,Total Population,53202,,,10/30/2024
1990,10,Residence,Total Population,Total Population,53121,,,10/30/2024
1990,11,Occurrence,Total Population,Total Population,50496,,,10/30/2024
1990,11,Residence,Total Population,Total Population,50415,,,10/30/2024
1990,12,Occurrence,Total Population,Total Population,50518,,,10/30/2024
1990,12,Residence,Total Population,Total Population,50423,,,10/30/2024
1991,01,Occurrence,Total Population,Total Population,49411,,,10/30/2024
1991,01,Residence,Total Population,Total Population,49335,,,10/30/2024
1991,02,Occurrence,Total Population,Total Population,45863,,,10/30/2024
1991,02,Residence,Total Population,Total Population,45783,,,10/30/2024
1991,03,Occurrence,Total Population,Total Population,50074,,,10/30/2024
1991,03,Residence,Total Population,Total Population,49994,,,10/30/2024
1991,04,Occurrence,Total Population,Total Population,48430,,,10/30/2024
1991,04,Residence,Total Population,Total Population,48339,,,10/30/2024
1991,05,Occurrence,Total Population,Total Population,50812,,,10/30/2024
1991,05,Residence,Total Population,Total Population,50705,,,10/30/2024
1991,06,Occurrence,Total Population,Total Population,49598,,,10/30/2024
1991,06,Residence,Total Population,Total Population,49492,,,10/30/2024
1991,07,Occurrence,Total Population,Total Population,53423,,,10/30/2024
1991,07,Residence,Total Population,Total Population,53310,,,10/30/2024
1991,08,Occurrence,Total Population,Total Population,54893,,,10/30/2024
1991,08,Residence,Total Population,Total Population,54776,,,10/30/2024
1991,09,Occurrence,Total Population,Total Population,54481,,,10/30/2024
1991,09,Residence,Total Population,Total Population,54393,,,10/30/2024
1991,10,Occurrence,Total Population,Total Population,53090,,,10/30/2024
1991,10,Residence,Total Population,Total Population,52984,,,10/30/2024
1991,11,Occurrence,Total Population,Total Population,49041,,,10/30/2024
1991,11,Residence,Total Population,Total Population,48944,,,10/30/2024
1991,12,Occurrence,Total Population,Total Population,51277,,,10/30/2024
1991,12,Residence,Total Population,Total Population,51173,,,10/30/2024
1992,01,Occurrence,Total Population,Total Population,49846,,,10/30/2024
1992,01,Residence,Total Population,Total Population,49769,,,10/30/2024
1992,02,Occurrence,Total Population,Total Population,47632,,,10/30/2024
1992,02,Residence,Total Population,Total Population,47545,,,10/30/2024
1992,03,Occurrence,Total Population,Total Population,51164,,,10/30/2024
1992,03,Residence,Total Population,Total Population,51062,,,10/30/2024
1992,04,Occurrence,Total Population,Total Population,49585,,,10/30/2024
1992,04,Residence,Total Population,Total Population,49505,,,10/30/2024
1992,05,Occurrence,Total Population,Total Population,50431,,,10/30/2024
1992,05,Residence,Total Population,Total Population,50333,,,10/30/2024
1992,06,Occurrence,Total Population,Total Population,49246,,,10/30/2024
1992,06,Residence,Total Population,Total Population,49126,,,10/30/2024
1992,07,Occurrence,Total Population,Total Population,51477,,,10/30/2024
1992,07,Residence,Total Population,Total Population,51384,,,10/30/2024
1992,08,Occurrence,Total Population,Total Population,51661,,,10/30/2024
1992,08,Residence,Total Population,Total Population,51570,,,10/30/2024
1992,09,Occurrence,Total Population,Total Population,52041,,,10/30/2024
1992,09,Residence,Total Population,Total Population,51915,,,10/30/2024
1992,10,Occurrence,Total Population,Total Population,51246,,,10/30/2024
1992,10,Residence,Total Population,Total Population,51135,,,10/30/2024
1992,11,Occurrence,Total Population,Total Population,48134,,,10/30/2024
1992,11,Residence,Total Population,Total Population,48017,,,10/30/2024
1992,12,Occurrence,Total Population,Total Population,49574,,,10/30/2024
1992,12,Residence,Total Population,Total Population,49477,,,10/30/2024
1993,01,Occurrence,Total Population,Total Population,47332,,,10/30/2024
1993,01,Residence,Total Population,Total Population,47275,,,10/30/2024
1993,02,Occurrence,Total Population,Total Population,43594,,,10/30/2024
1993,02,Residence,Total Population,Total Population,43551,,,10/30/2024
1993,03,Occurrence,Total Population,Total Population,49757,,,10/30/2024
1993,03,Residence,Total Population,Total Population,49693,,,10/30/2024
1993,04,Occurrence,Total Population,Total Population,47314,,,10/30/2024
1993,04,Residence,Total Population,Total Population,47252,,,10/30/2024
1993,05,Occurrence,Total Population,Total Population,47979,,,10/30/2024
1993,05,Residence,Total Population,Total Population,47897,,,10/30/2024
1993,06,Occurrence,Total Population,Total Population,48578,,,10/30/2024
1993,06,Residence,Total Population,Total Population,48512,,,10/30/2024
1993,07,Occurrence,Total Population,Total Population,50909,,,10/30/2024
1993,07,Residence,Total Population,Total Population,50826,,,10/30/2024
1993,08,Occurrence,Total Population,Total Population,51774,,,10/30/2024
1993,08,Residence,Total Population,Total Population,51701,,,10/30/2024
1993,09,Occurrence,Total Population,Total Population,52107,,,10/30/2024
1993,09,Residence,Total Population,Total Population,52038,,,10/30/2024
1993,10,Occurrence,Total Population,Total Population,49961,,,10/30/2024
1993,10,Residence,Total Population,Total Population,49869,,,10/30/2024
1993,11,Occurrence,Total Population,Total Population,47269,,,10/30/2024
1993,11,Residence,Total Population,Total Population,47196,,,10/30/2024
1993,12,Occurrence,Total Population,Total Population,48770,,,10/30/2024
1993,12,Residence,Total Population,Total Population,48673,,,10/30/2024
1994,01,Occurrence,Total Population,Total Population,46906,,,10/30/2024
1994,01,Residence,Total Population,Total Population,46854,,,10/30/2024
1994,02,Occurrence,Total Population,Total Population,43483,,,10/30/2024
1994,02,Residence,Total Population,Total Population,43415,,,10/30/2024
1994,03,Occurrence,Total Population,Total Population,48650,,,10/30/2024
1994,03,Residence,Total Population,Total Population,48596,,,10/30/2024
1994,04,Occurrence,Total Population,Total Population,45763,,,10/30/2024
1994,04,Residence,Total Population,Total Population,45703,,,10/30/2024
1994,05,Occurrence,Total Population,Total Population,47505,,,10/30/2024
1994,05,Residence,Total Population,Total Population,47429,,,10/30/2024
1994,06,Occurrence,Total Population,Total Population,46872,,,10/30/2024
1994,06,Residence,Total Population,Total Population,46803,,,10/30/2024
1994,07,Occurrence,Total Population,Total Population,48283,,,10/30/2024
1994,07,Residence,Total Population,Total Population,48210,,,10/30/2024
1994,08,Occurrence,Total Population,Total Population,49839,,,10/30/2024
1994,08,Residence,Total Population,Total Population,49757,,,10/30/2024
1994,09,Occurrence,Total Population,Total Population,48900,,,10/30/2024
1994,09,Residence,Total Population,Total Population,48810,,,10/30/2024
1994,10,Occurrence,Total Population,Total Population,48261,,,10/30/2024
1994,10,Residence,Total Population,Total Population,48175,,,10/30/2024
1994,11,Occurrence,Total Population,Total Population,47100,,,10/30/2024
1994,11,Residence,Total Population,Total Population,47037,,,10/30/2024
1994,12,Occurrence,Total Population,Total Population,46330,,,10/30/2024
1994,12,Residence,Total Population,Total Population,46245,,,10/30/2024
1995,01,Occurrence,Total Population,Total Population,45242,,,10/30/2024
1995,01,Residence,Total Population,Total Population,45184,,,10/30/2024
1995,02,Occurrence,Total Population,Total Population,41846,,,10/30/2024
1995,02,Residence,Total Population,Total Population,41796,,,10/30/2024
1995,03,Occurrence,Total Population,Total Population,46696,,,10/30/2024
1995,03,Residence,Total Population,Total Population,46617,,,10/30/2024
1995,04,Occurrence,Total Population,Total Population,43776,,,10/30/2024
1995,04,Residence,Total Population,Total Population,43716,,,10/30/2024
1995,05,Occurrence,Total Population,Total Population,46372,,,10/30/2024
1995,05,Residence,Total Population,Total Population,46299,,,10/30/2024
1995,06,Occurrence,Total Population,Total Population,46347,,,10/30/2024
1995,06,Residence,Total Population,Total Population,46267,,,10/30/2024
1995,07,Occurrence,Total Population,Total Population,47856,,,10/30/2024
1995,07,Residence,Total Population,Total Population,47784,,,10/30/2024
1995,08,Occurrence,Total Population,Total Population,49619,,,10/30/2024
1995,08,Residence,Total Population,Total Population,49536,,,10/30/2024
1995,09,Occurrence,Total Population,Total Population,48411,,,10/30/2024
1995,09,Residence,Total Population,Total Population,48324,,,10/30/2024
1995,10,Occurrence,Total Population,Total Population,47357,,,10/30/2024
1995,10,Residence,Total Population,Total Population,47283,,,10/30/2024
1995,11,Occurrence,Total Population,Total Population,44318,,,10/30/2024
