"Year","Month","Geography_Type","Strata","Strata_Name","Count","Annotation_Code","Annotation_Desc","Data_Revision_Date"
1995,11,Residence,Total Population,Total Population,44250,,,10/30/2024
1995,12,Occurrence,Total Population,Total Population,44243,,,10/30/2024
1995,12,Residence,Total Population,Total Population,44170,,,10/30/2024
1996,01,Occurrence,Total Population,Total Population,44059,,,10/30/2024
1996,01,Residence,Total Population,Total Population,43990,,,10/30/2024
1996,02,Occurrence,Total Population,Total Population,41525,,,10/30/2024
1996,02,Residence,Total Population,Total Population,41459,,,10/30/2024
1996,03,Occurrence,Total Population,Total Population,44828,,,10/30/2024
1996,03,Residence,Total Population,Total Population,44740,,,10/30/2024
1996,04,Occurrence,Total Population,Total Population,43326,,,10/30/2024
1996,04,Residence,Total Population,Total Population,43264,,,10/30/2024
1996,05,Occurrence,Total Population,Total Population,45702,,,10/30/2024
1996,05,Residence,Total Population,Total Population,45624,,,10/30/2024
1996,06,Occurrence,Total Population,Total Population,44107,,,10/30/2024
1996,06,Residence,Total Population,Total Population,44055,,,10/30/2024
1996,07,Occurrence,Total Population,Total Population,47694,,,10/30/2024
1996,07,Residence,Total Population,Total Population,47616,,,10/30/2024
1996,08,Occurrence,Total Population,Total Population,47587,,,10/30/2024
1996,08,Residence,Total Population,Total Population,47505,,,10/30/2024
1996,09,Occurrence,Total Population,Total Population,46161,,,10/30/2024
1996,09,Residence,Total Population,Total Population,46091,,,10/30/2024
1996,10,Occurrence,Total Population,Total Population,46710,,,10/30/2024
1996,10,Residence,Total Population,Total Population,46635,,,10/30/2024
1996,11,Occurrence,Total Population,Total Population,43511,,,10/30/2024
1996,11,Residence,Total Population,Total Population,43442,,,10/30/2024
1996,12,Occurrence,Total Population,Total Population,44277,,,10/30/2024
1996,12,Residence,Total Population,Total Population,44207,,,10/30/2024
1997,01,Occurrence,Total Population,Total Population,43447,,,10/30/2024
1997,01,Residence,Total Population,Total Population,43379,,,10/30/2024
1997,02,Occurrence,Total Population,Total Population,39433,,,10/30/2024
1997,02,Residence,Total Population,Total Population,39348,,,10/30/2024
1997,03,Occurrence,Total Population,Total Population,44005,,,10/30/2024
1997,03,Residence,Total Population,Total Population,43932,,,10/30/2024
1997,04,Occurrence,Total Population,Total Population,42147,,,10/30/2024
1997,04,Residence,Total Population,Total Population,42067,,,10/30/2024
1997,05,Occurrence,Total Population,Total Population,44033,,,10/30/2024
1997,05,Residence,Total Population,Total Population,43949,,,10/30/2024
1997,06,Occurrence,Total Population,Total Population,42878,,,10/30/2024
1997,06,Residence,Total Population,Total Population,42790,,,10/30/2024
1997,07,Occurrence,Total Population,Total Population,46477,,,10/30/2024
1997,07,Residence,Total Population,Total Population,46380,,,10/30/2024
1997,08,Occurrence,Total Population,Total Population,46571,,,10/30/2024
1997,08,Residence,Total Population,Total Population,46458,,,10/30/2024
1997,09,Occurrence,Total Population,Total Population,45434,,,10/30/2024
1997,09,Residence,Total Population,Total Population,45353,,,10/30/2024
1997,10,Occurrence,Total Population,Total Population,44146,,,10/30/2024
1997,10,Residence,Total Population,Total Population,44057,,,10/30/2024
1997,11,Occurrence,Total Population,Total Population,41851,,,10/30/2024
1997,11,Residence,Total Population,Total Population,41753,,,10/30/2024
1997,12,Occurrence,Total Population,Total Population,44824,,,10/30/2024
1997,12,Residence,Total Population,Total Population,44708,,,10/30/2024
1998,01,Occurrence,Total Population,Total Population,43367,,,10/30/2024
1998,01,Residence,Total Population,Total Population,43247,,,10/30/2024
1998,02,Occurrence,Total Population,Total Population,38881,,,10/30/2024
1998,02,Residence,Total Population,Total Population,38793,,,10/30/2024
1998,03,Occurrence,Total Population,Total Population,43563,,,10/30/2024
1998,03,Residence,Total Population,Total Population,43442,,,10/30/2024
1998,04,Occurrence,Total Population,Total Population,42622,,,10/30/2024
1998,04,Residence,Total Population,Total Population,42516,,,10/30/2024
1998,05,Occurrence,Total Population,Total Population,43110,,,10/30/2024
1998,05,Residence,Total Population,Total Population,43000,,,10/30/2024
1998,06,Occurrence,Total Population,Total Population,42177,,,10/30/2024
1998,06,Residence,Total Population,Total Population,42045,,,10/30/2024
1998,07,Occurrence,Total Population,Total Population,45694,,,10/30/2024
1998,07,Residence,Total Population,Total Population,45568,,,10/30/2024
1998,08,Occurrence,Total Population,Total Population,45637,,,10/30/2024
1998,08,Residence,Total Population,Total Population,45491,,,10/30/2024
1998,09,Occurrence,Total Population,Total Population,45404,,,10/30/2024
1998,09,Residence,Total Population,Total Population,45277,,,10/30/2024
1998,10,Occurrence,Total Population,Total Population,45103,,,10/30/2024
1998,10,Residence,Total Population,Total Population,45006,,,10/30/2024
1998,11,Occurrence,Total Population,Total Population,42431,,,10/30/2024
1998,11,Residence,Total Population,Total Population,42322,,,10/30/2024
1998,12,Occurrence,Total Population,Total Population,44664,,,10/30/2024
1998,12,Residence,Total Population,Total Population,44558,,,10/30/2024
1999,01,Occurrence,Total Population,Total Population,42285,,,10/30/2024
1999,01,Residence,Total Population,Total Population,42197,,,10/30/2024
1999,02,Occurrence,Total Population,Total Population,39220,,,10/30/2024
1999,02,Residence,Total Population,Total Population,39117,,,10/30/2024
1999,03,Occurrence,Total Population,Total Population,43830,,,10/30/2024
1999,03,Residence,Total Population,Total Population,43727,,,10/30/2024
1999,04,Occurrence,Total Population,Total Population,41264,,,10/30/2024
1999,04,Residence,Total Population,Total Population,41193,,,10/30/2024
1999,05,Occurrence,Total Population,Total Population,41952,,,10/30/2024
1999,05,Residence,Total Population,Total Population,41861,,,10/30/2024
1999,06,Occurrence,Total Population,Total Population,42524,,,10/30/2024
1999,06,Residence,Total Population,Total Population,42438,,,10/30/2024
1999,07,Occurrence,Total Population,Total Population,45600,,,10/30/2024
1999,07,Residence,Total Population,Total Population,45481,,,10/30/2024
1999,08,Occurrence,Total Population,Total Population,46609,,,10/30/2024
1999,08,Residence,Total Population,Total Population,46498,,,10/30/2024
1999,09,Occurrence,Total Population,Total Population,46380,,,10/30/2024
1999,09,Residence,Total Population,Total Population,46282,,,10/30/2024
1999,10,Occurrence,Total Population,Total Population,44035,,,10/30/2024
1999,10,Residence,Total Population,Total Population,43927,,,10/30/2024
1999,11,Occurrence,Total Population,Total Population,41725,,,10/30/2024
1999,11,Residence,Total Population,Total Population,41636,,,10/30/2024
1999,12,Occurrence,Total Population,Total Population,43824,,,10/30/2024
1999,12,Residence,Total Population,Total Population,43716,,,10/30/2024
2000,01,Occurrence,Total Population,Total Population,43109,,,10/30/2024
2000,01,Residence,Total Population,Total Population,43036,,,10/30/2024
2000,02,Occurrence,Total Population,Total Population,40668,,,10/30/2024
2000,02,Residence,Total Population,Total Population,40576,,,10/30/2024
2000,03,Occurrence,Total Population,Total Population,44607,,,10/30/2024
2000,03,Residence,Total Population,Total Population,44497,,,10/30/2024
2000,04,Occurrence,Total Population,Total Population,41149,,,10/30/2024
2000,04,Residence,Total Population,Total Population,41032,,,10/30/2024
2000,05,Occurrence,Total Population,Total Population,44933,,,10/30/2024
2000,05,Residence,Total Population,Total Population,44823,,,10/30/2024
2000,06,Occurrence,Total Population,Total Population,44021,,,10/30/2024
2000,06,Residence,Total Population,Total Population,43923,,,10/30/2024
2000,07,Occurrence,Total Population,Total Population,45078,,,10/30/2024
2000,07,Residence,Total Population,Total Population,44969,,,10/30/2024
2000,08,Occurrence,Total Population,Total Population,46853,,,10/30/2024
2000,08,Residence,Total Population,Total Population,46735,,,10/30/2024
2000,09,Occurrence,Total Population,Total Population,46106,,,10/30/2024
2000,09,Residence,Total Population,Total Population,45978,,,10/30/2024
2000,10,Occurrence,Total Population,Total Population,45987,,,10/30/2024
2000,10,Residence,Total Population,Total Population,45886,,,10/30/2024
2000,11,Occurrence,Total Population,Total Population,45075,,,10/30/2024
2000,11,Residence,Total Population,Total Population,44943,,,10/30/2024
2000,12,Occurrence,Total Population,Total Population,45025,,,10/30/2024
2000,12,Residence,Total Population,Total Population,44887,,,10/30/2024
2001,01,Occurrence,Total Population,Total Population,44477,,,10/30/2024
2001,01,Residence,Total Population,Total Population,44373,,,10/30/2024
2001,02,Occurrence,Total Population,Total Population,39426,,,10/30/2024
2001,02,Residence,Total Population,Total Population,39337,,,10/30/2024
2001,03,Occurrence,Total Population,Total Population,43770,,,10/30/2024
2001,03,Residence,Total Population,Total Population,43633,,,10/30/2024
2001,04,Occurrence,Total Population,Total Population,41786,,,10/30/2024
2001,04,Residence,Total Population,Total Population,41665,,,10/30/2024
2001,05,Occurrence,Total Population,Total Population,44238,,,10/30/2024
2001,05,Residence,Total Population,Total Population,44129,,,10/30/2024
2001,06,Occurrence,Total Population,Total Population,42981,,,10/30/2024
2001,06,Residence,Total Population,Total Population,42860,,,10/30/2024
2001,07,Occurrence,Total Population,Total Population,45439,,,10/30/2024
2001,07,Residence,Total Population,Total Population,45324,,,10/30/2024
2001,08,Occurrence,Total Population,Total Population,48123,,,10/30/2024
2001,08,Residence,Total Population,Total Population,48029,,,10/30/2024
2001,09,Occurrence,Total Population,Total Population,45622,,,10/30/2024
2001,09,Residence,Total Population,Total Population,45539,,,10/30/2024
2001,10,Occurrence,Total Population,Total Population,45895,,,10/30/2024
2001,10,Residence,Total Population,Total Population,45820,,,10/30/2024
2001,11,Occurrence,Total Population,Total Population,43399,,,10/30/2024
2001,11,Residence,Total Population,Total Population,43294,,,10/30/2024
2001,12,Occurrence,Total Population,Total Population,43453,,,10/30/2024
2001,12,Residence,Total Population,Total Population,43368,,,10/30/2024
2002,01,Occurrence,Total Population,Total Population,43330,,,10/30/2024
2002,01,Residence,Total Population,Total Population,43258,,,10/30/2024
2002,02,Occurrence,Total Population,Total Population,39390,,,10/30/2024
2002,02,Residence,Total Population,Total Population,39325,,,10/30/2024
2002,03,Occurrence,Total Population,Total Population,43263,,,10/30/2024
2002,03,Residence,Total Population,Total Population,43204,,,10/30/2024
2002,04,Occurrence,Total Population,Total Population,41989,,,10/30/2024
2002,04,Residence,Total Population,Total Population,41914,,,10/30/2024
2002,05,Occurrence,Total Population,Total Population,44632,,,10/30/2024
2002,05,Residence,Total Population,Total Population,44543,,,10/30/2024
2002,06,Occurrence,Total Population,Total Population,42731,,,10/30/2024
2002,06,Residence,Total Population,Total Population,42661,,,10/30/2024
2002,07,Occurrence,Total Population,Total Population,45858,,,10/30/2024
2002,07,Residence,Total Population,Total Population,45787,,,10/30/2024
2002,08,Occurrence,Total Population,Total Population,47048,,,10/30/2024
2002,08,Residence,Total Population,Total Population,46983,,,10/30/2024
2002,09,Occurrence,Total Population,Total Population,47439,,,10/30/2024
2002,09,Residence,Total Population,Total Population,47325,,,10/30/2024
2002,10,Occurrence,Total Population,Total Population,46743,,,10/30/2024
2002,10,Residence,Total Population,Total Population,46669,,,10/30/2024
2002,11,Occurrence,Total Population,Total Population,43504,,,10/30/2024
2002,11,Residence,Total Population,Total Population,43389,,,10/30/2024
2002,12,Occurrence,Total Population,Total Population,44277,,,10/30/2024
2002,12,Residence,Total Population,Total Population,44183,,,10/30/2024
2003,01,Occurrence,Total Population,Total Population,44245,,,10/30/2024
2003,01,Residence,Total Population,Total Population,44162,,,10/30/2024
2003,02,Occurrence,Total Population,Total Population,40918,,,10/30/2024
2003,02,Residence,Total Population,Total Population,40857,,,10/30/2024
2003,03,Occurrence,Total Population,Total Population,44732,,,10/30/2024
2003,03,Residence,Total Population,Total Population,44643,,,10/30/2024
2003,04,Occurrence,Total Population,Total Population,43332,,,10/30/2024
2003,04,Residence,Total Population,Total Population,43255,,,10/30/2024
2003,05,Occurrence,Total Population,Total Population,46077,,,10/30/2024
2003,05,Residence,Total Population,Total Population,45994,,,10/30/2024
2003,06,Occurrence,Total Population,Total Population,44232,,,10/30/2024
2003,06,Residence,Total Population,Total Population,44169,,,10/30/2024
2003,07,Occurrence,Total Population,Total Population,47975,,,10/30/2024
2003,07,Residence,Total Population,Total Population,47874,,,10/30/2024
2003,08,Occurrence,Total Population,Total Population,47865,,,10/30/2024
2003,08,Residence,Total Population,Total Population,47747,,,10/30/2024
2003,09,Occurrence,Total Population,Total Population,47755,,,10/30/2024
2003,09,Residence,Total Population,Total Population,47687,,,10/30/2024
2003,10,Occurrence,Total Population,Total Population,46876,,,10/30/2024
2003,10,Residence,Total Population,Total Population,46799,,,10/30/2024
2003,11,Occurrence,Total Population,Total Population,42417,,,10/30/2024
2003,11,Residence,Total Population,Total Population,42322,,,10/30/2024
2003,12,Occurrence,Total Population,Total Population,45411,,,10/30/2024
2003,12,Residence,Total Population,Total Population,45318,,,10/30/2024
2004,01,Occurrence,Total Population,Total Population,44251,,,10/30/2024
2004,01,Residence,Total Population,Total Population,44183,,,10/30/2024
2004,02,Occurrence,Total Population,Total Population,41187,,,10/30/2024
2004,02,Residence,Total Population,Total Population,41103,,,10/30/2024
2004,03,Occurrence,Total Population,Total Population,44995,,,10/30/2024
2004,03,Residence,Total Population,Total Population,44899,,,10/30/2024
2004,04,Occurrence,Total Population,Total Population,43485,,,10/30/2024
2004,04,Residence,Total Population,Total Population,43407,,,10/30/2024
2004,05,Occurrence,Total Population,Total Population,43969,,,10/30/2024
2004,05,Residence,Total Population,Total Population,43891,,,10/30/2024
2004,06,Occurrence,Total Population,Total Population,44728,,,10/30/2024
2004,06,Residence,Total Population,Total Population,44628,,,10/30/2024
2004,07,Occurrence,Total Population,Total Population,47322,,,10/30/2024
2004,07,Residence,Total Population,Total Population,47225,,,10/30/2024
2004,08,Occurrence,Total Population,Total Population,48035,,,10/30/2024
2004,08,Residence,Total Population,Total Population,47964,,,10/30/2024
2004,09,Occurrence,Total Population,Total Population,48570,,,10/30/2024
2004,09,Residence,Total Population,Total Population,48470,,,10/30/2024
2004,10,Occurrence,Total Population,Total Population,47853,,,10/30/2024
2004,10,Residence,Total Population,Total Population,47737,,,10/30/2024
2004,11,Occurrence,Total Population,Total Population,45532,,,10/30/2024
2004,11,Residence,Total Population,Total Population,45436,,,10/30/2024
2004,12,Occurrence,Total Population,Total Population,45831,,,10/30/2024
2004,12,Residence,Total Population,Total Population,45742,,,10/30/2024
2005,01,Occurrence,Total Population,Total Population,44310,,,10/30/2024
2005,01,Residence,Total Population,Total Population,44239,,,10/30/2024
2005,02,Occurrence,Total Population,Total Population,40833,,,10/30/2024
2005,02,Residence,Total Population,Total Population,40737,,,10/30/2024
2005,03,Occurrence,Total Population,Total Population,46084,,,10/30/2024
2005,03,Residence,Total Population,Total Population,45957,,,10/30/2024
2005,04,Occurrence,Total Population,Total Population,43647,,,10/30/2024
2005,04,Residence,Total Population,Total Population,43527,,,10/30/2024
2005,05,Occurrence,Total Population,Total Population,44865,,,10/30/2024
2005,05,Residence,Total Population,Total Population,44760,,,10/30/2024
2005,06,Occurrence,Total Population,Total Population,45471,,,10/30/2024
2005,06,Residence,Total Population,Total Population,45343,,,10/30/2024
2005,07,Occurrence,Total Population,Total Population,47995,,,10/30/2024
2005,07,Residence,Total Population,Total Population,47891,,,10/30/2024
2005,08,Occurrence,Total Population,Total Population,49751,,,10/30/2024
2005,08,Residence,Total Population,Total Population,49593,,,10/30/2024
2005,09,Occurrence,Total Population,Total Population,49515,,,10/30/2024
2005,09,Residence,Total Population,Total Population,49369,,,10/30/2024
2005,10,Occurrence,Total Population,Total Population,46600,,,10/30/2024
2005,10,Residence,Total Population,Total Population,46447,,,10/30/2024
2005,11,Occurrence,Total Population,Total Population,45045,,,10/30/2024
2005,11,Residence,Total Population,Total Population,44917,,,10/30/2024
2005,12,Occurrence,Total Population,Total Population,46026,,,10/30/2024
2005,12,Residence,Total Population,Total Population,45920,,,10/30/2024
2006,01,Occurrence,Total Population,Total Population,44743,,,10/30/2024
2006,01,Residence,Total Population,Total Population,44630,,,10/30/2024
2006,02,Occurrence,Total Population,Total Population,41262,,,10/30/2024
2006,02,Residence,Total Population,Total Population,41135,,,10/30/2024
2006,03,Occurrence,Total Population,Total Population,46840,,,10/30/2024
2006,03,Residence,Total Population,Total Population,46727,,,10/30/2024
2006,04,Occurrence,Total Population,Total Population,43007,,,10/30/2024
2006,04,Residence,Total Population,Total Population,42896,,,10/30/2024
2006,05,Occurrence,Total Population,Total Population,46546,,,10/30/2024
2006,05,Residence,Total Population,Total Population,46432,,,10/30/2024
2006,06,Occurrence,Total Population,Total Population,47175,,,10/30/2024
2006,06,Residence,Total Population,Total Population,47071,,,10/30/2024
2006,07,Occurrence,Total Population,Total Population,49081,,,10/30/2024
2006,07,Residence,Total Population,Total Population,49015,,,10/30/2024
2006,08,Occurrence,Total Population,Total Population,50865,,,10/30/2024
2006,08,Residence,Total Population,Total Population,50732,,,10/30/2024
2006,09,Occurrence,Total Population,Total Population,49726,,,10/30/2024
2006,09,Residence,Total Population,Total Population,49610,,,10/30/2024
2006,10,Occurrence,Total Population,Total Population,49270,,,10/30/2024
2006,10,Residence,Total Population,Total Population,49142,,,10/30/2024
2006,11,Occurrence,Total Population,Total Population,47461,,,10/30/2024
2006,11,Residence,Total Population,Total Population,47361,,,10/30/2024
2006,12,Occurrence,Total Population,Total Population,47546,,,10/30/2024
2006,12,Residence,Total Population,Total Population,47406,,,10/30/2024
2007,01,Occurrence,Total Population,Total Population,46399,,,10/30/2024
2007,01,Residence,Total Population,Total Population,46267,,,10/30/2024
2007,02,Occurrence,Total Population,Total Population,41906,,,10/30/2024
2007,02,Residence,Total Population,Total Population,41819,,,10/30/2024
2007,03,Occurrence,Total Population,Total Population,46786,,,10/30/2024
2007,03,Residence,Total Population,Total Population,46686,,,10/30/2024
2007,04,Occurrence,Total Population,Total Population,43376,,,10/30/2024
2007,04,Residence,Total Population,Total Population,43263,,,10/30/2024
2007,05,Occurrence,Total Population,Total Population,46682,,,10/30/2024
2007,05,Residence,Total Population,Total Population,46570,,,10/30/2024
2007,06,Occurrence,Total Population,Total Population,46795,,,10/30/2024
2007,06,Residence,Total Population,Total Population,46685,,,10/30/2024
2007,07,Occurrence,Total Population,Total Population,49791,,,10/30/2024
2007,07,Residence,Total Population,Total Population,49680,,,10/30/2024
2007,08,Occurrence,Total Population,Total Population,51835,,,10/30/2024
2007,08,Residence,Total Population,Total Population,51733,,,10/30/2024
2007,09,Occurrence,Total Population,Total Population,49862,,,10/30/2024
2007,09,Residence,Total Population,Total Population,49731,,,10/30/2024
2007,10,Occurrence,Total Population,Total Population,49963,,,10/30/2024
2007,10,Residence,Total Population,Total Population,49801,,,10/30/2024
2007,11,Occurrence,Total Population,Total Population,47247,,,10/30/2024
2007,11,Residence,Total Population,Total Population,47156,,,10/30/2024
2007,12,Occurrence,Total Population,Total Population,46885,,,10/30/2024
2007,12,Residence,Total Population,Total Population,46746,,,10/30/2024
2008,01,Occurrence,Total Population,Total Population,46710,,,10/30/2024
2008,01,Residence,Total Population,Total Population,46652,,,10/30/2024
2008,02,Occurrence,Total Population,Total Population,44192,,,10/30/2024
2008,02,Residence,Total Population,Total Population,44087,,,10/30/2024
2008,03,Occurrence,Total Population,Total Population,45407,,,10/30/2024
2008,03,Residence,Total Population,Total Population,45333,,,10/30/2024
2008,04,Occurrence,Total Population,Total Population,44321,,,10/30/2024
2008,04,Residence,Total Population,Total Population,44237,,,10/30/2024
2008,05,Occurrence,Total Population,Total Population,45949,,,10/30/2024
2008,05,Residence,Total Population,Total Population,45874,,,10/30/2024
2008,06,Occurrence,Total Population,Total Population,44790,,,10/30/2024
2008,06,Residence,Total Population,Total Population,44719,,,10/30/2024
2008,07,Occurrence,Total Population,Total Population,48962,,,10/30/2024
2008,07,Residence,Total Population,Total Population,48885,,,10/30/2024
2008,08,Occurrence,Total Population,Total Population,48830,,,10/30/2024
2008,08,Residence,Total Population,Total Population,48752,,,10/30/2024
2008,09,Occurrence,Total Population,Total Population,47857,,,10/30/2024
2008,09,Residence,Total Population,Total Population,47740,,,10/30/2024
2008,10,Occurrence,Total Population,Total Population,46755,,,10/30/2024
2008,10,Residence,Total Population,Total Population,46650,,,10/30/2024
2008,11,Occurrence,Total Population,Total Population,42922,,,10/30/2024
2008,11,Residence,Total Population,Total Population,42799,,,10/30/2024
2008,12,Occurrence,Total Population,Total Population,45923,,,10/30/2024
2008,12,Residence,Total Population,Total Population,45839,,,10/30/2024
2009,01,Occurrence,Total Population,Total Population,44261,,,10/30/2024
2009,01,Residence,Total Population,Total Population,44186,,,10/30/2024
2009,02,Occurrence,Total Population,Total Population,40405,,,10/30/2024
2009,02,Residence,Total Population,Total Population,40334,,,10/30/2024
2009,03,Occurrence,Total Population,Total Population,44296,,,10/30/2024
2009,03,Residence,Total Population,Total Population,44215,,,10/30/2024
2009,04,Occurrence,Total Population,Total Population,42452,,,10/30/2024
2009,04,Residence,Total Population,Total Population,42379,,,10/30/2024
2009,05,Occurrence,Total Population,Total Population,43219,,,10/30/2024
2009,05,Residence,Total Population,Total Population,43132,,,10/30/2024
2009,06,Occurrence,Total Population,Total Population,43196,,,10/30/2024
2009,06,Residence,Total Population,Total Population,43097,,,10/30/2024
2009,07,Occurrence,Total Population,Total Population,46310,,,10/30/2024
2009,07,Residence,Total Population,Total Population,46205,,,10/30/2024
2009,08,Occurrence,Total Population,Total Population,46409,,,10/30/2024
2009,08,Residence,Total Population,Total Population,46309,,,10/30/2024
2009,09,Occurrence,Total Population,Total Population,47072,,,10/30/2024
2009,09,Residence,Total Population,Total Population,46986,,,10/30/2024
2009,10,Occurrence,Total Population,Total Population,45228,,,10/30/2024
2009,10,Residence,Total Population,Total Population,45112,,,10/30/2024
2009,11,Occurrence,Total Population,Total Population,41442,,,10/30/2024
2009,11,Residence,Total Population,Total Population,41335,,,10/30/2024
2009,12,Occurrence,Total Population,Total Population,43607,,,10/30/2024
2009,12,Residence,Total Population,Total Population,43484,,,10/30/2024
2010,01,Occurrence,Total Population,Total Population,41963,,,10/30/2024
2010,01,Residence,Total Population,Total Population,41906,,,10/30/2024
2010,02,Occurrence,Total Population,Total Population,38417,,,10/30/2024
2010,02,Residence,Total Population,Total Population,38348,,,10/30/2024
2010,03,Occurrence,Total Population,Total Population,42889,,,10/30/2024
2010,03,Residence,Total Population,Total Population,42792,,,10/30/2024
2010,04,Occurrence,Total Population,Total Population,40561,,,10/30/2024
2010,04,Residence,Total Population,Total Population,40513,,,10/30/2024
2010,05,Occurrence,Total Population,Total Population,41333,,,10/30/2024
2010,05,Residence,Total Population,Total Population,41250,,,10/30/2024
2010,06,Occurrence,Total Population,Total Population,41552,,,10/30/2024
2010,06,Residence,Total Population,Total Population,41489,,,10/30/2024
2010,07,Occurrence,Total Population,Total Population,43783,,,10/30/2024
2010,07,Residence,Total Population,Total Population,43716,,,10/30/2024
2010,08,Occurrence,Total Population,Total Population,45098,,,10/30/2024
2010,08,Residence,Total Population,Total Population,45001,,,10/30/2024
2010,09,Occurrence,Total Population,Total Population,45477,,,10/30/2024
2010,09,Residence,Total Population,Total Population,45360,,,10/30/2024
2010,10,Occurrence,Total Population,Total Population,44183,,,10/30/2024
2010,10,Residence,Total Population,Total Population,44072,,,10/30/2024
2010,11,Occurrence,Total Population,Total Population,42087,,,10/30/2024
2010,11,Residence,Total Population,Total Population,41992,,,10/30/2024
2010,12,Occurrence,Total Population,Total Population,43638,,,10/30/2024
2010,12,Residence,Total Population,Total Population,43540,,,10/30/2024
2011,01,Occurrence,Total Population,Total Population,41399,,,10/30/2024
2011,01,Residence,Total Population,Total Population,41306,,,10/30/2024
2011,02,Occurrence,Total Population,Total Population,38258,,,10/30/2024
2011,02,Residence,Total Population,Total Population,38210,,,10/30/2024
2011,03,Occurrence,Total Population,Total Population,42447,,,10/30/2024
2011,03,Residence,Total Population,Total Population,42380,,,10/30/2024
2011,04,Occurrence,Total Population,Total Population,40424,,,10/30/2024
2011,04,Residence,Total Population,Total Population,40365,,,10/30/2024
2011,05,Occurrence,Total Population,Total Population,41574,,,10/30/2024
2011,05,Residence,Total Population,Total Population,41505,,,10/30/2024
2011,06,Occurrence,Total Population,Total Population,42181,,,10/30/2024
2011,06,Residence,Total Population,Total Population,42084,,,10/30/2024
2011,07,Occurrence,Total Population,Total Population,43191,,,10/30/2024
2011,07,Residence,Total Population,Total Population,43101,,,10/30/2024
2011,08,Occurrence,Total Population,Total Population,45110,,,10/30/2024
2011,08,Residence,Total Population,Total Population,45023,,,10/30/2024
2011,09,Occurrence,Total Population,Total Population,43639,,,10/30/2024
2011,09,Residence,Total Population,Total Population,43554,,,10/30/2024
2011,10,Occurrence,Total Population,Total Population,42191,,,10/30/2024
2011,10,Residence,Total Population,Total Population,42095,,,10/30/2024
2011,11,Occurrence,Total Population,Total Population,40974,,,10/30/2024
2011,11,Residence,Total Population,Total Population,40875,,,10/30/2024
2011,12,Occurrence,Total Population,Total Population,41628,,,10/30/2024
2011,12,Residence,Total Population,Total Population,41525,,,10/30/2024
2012,01,Occurrence,Total Population,Total Population,40291,,,10/30/2024
2012,01,Residence,Total Population,Total Population,40210,,,10/30/2024
2012,02,Occurrence,Total Population,Total Population,38677,,,10/30/2024
2012,02,Residence,Total Population,Total Population,38622,,,10/30/2024
2012,03,Occurrence,Total Population,Total Population,41499,,,10/30/2024
2012,03,Residence,Total Population,Total Population,41409,,,10/30/2024
2012,04,Occurrence,Total Population,Total Population,38855,,,10/30/2024
2012,04,Residence,Total Population,Total Population,38784,,,10/30/2024
2012,05,Occurrence,Total Population,Total Population,41392,,,10/30/2024
2012,05,Residence,Total Population,Total Population,41293,,,10/30/2024
2012,06,Occurrence,Total Population,Total Population,40860,,,10/30/2024
2012,06,Residence,Total Population,Total Population,40783,,,10/30/2024
2012,07,Occurrence,Total Population,Total Population,43479,,,10/30/2024
2012,07,Residence,Total Population,Total Population,43395,,,10/30/2024
2012,08,Occurrence,Total Population,Total Population,46136,,,10/30/2024
2012,08,Residence,Total Population,Total Population,46049,,,10/30/2024
2012,09,Occurrence,Total Population,Total Population,44785,,,10/30/2024
2012,09,Residence,Total Population,Total Population,44687,,,10/30/2024
2012,10,Occurrence,Total Population,Total Population,44825,,,10/30/2024
2012,10,Residence,Total Population,Total Population,44708,,,10/30/2024
2012,11,Occurrence,Total Population,Total Population,42206,,,10/30/2024
2012,11,Residence,Total Population,Total Population,42121,,,10/30/2024
2012,12,Occurrence,Total Population,Total Population,41809,,,10/30/2024
2012,12,Residence,Total Population,Total Population,41727,,,10/30/2024
2013,01,Occurrence,Total Population,Total Population,41319,,,10/30/2024
2013,01,Residence,Total Population,Total Population,41220,,,10/30/2024
2013,02,Occurrence,Total Population,Total Population,36748,,,10/30/2024
2013,02,Residence,Total Population,Total Population,36696,,,10/30/2024
2013,03,Occurrence,Total Population,Total Population,40782,,,10/30/2024
2013,03,Residence,Total Population,Total Population,40687,,,10/30/2024
2013,04,Occurrence,Total Population,Total Population,38831,,,10/30/2024
2013,04,Residence,Total Population,Total Population,38762,,,10/30/2024
2013,05,Occurrence,Total Population,Total Population,40612,,,10/30/2024
2013,05,Residence,Total Population,Total Population,40495,,,10/30/2024
2013,06,Occurrence,Total Population,Total Population,39085,,,10/30/2024
2013,06,Residence,Total Population,Total Population,38985,,,10/30/2024
2013,07,Occurrence,Total Population,Total Population,42751,,,10/30/2024
2013,07,Residence,Total Population,Total Population,42665,,,10/30/2024
2013,08,Occurrence,Total Population,Total Population,44988,,,10/30/2024
2013,08,Residence,Total Population,Total Population,44863,,,10/30/2024
2013,09,Occurrence,Total Population,Total Population,43881,,,10/30/2024
2013,09,Residence,Total Population,Total Population,43761,,,10/30/2024
2013,10,Occurrence,Total Population,Total Population,43731,,,10/30/2024
2013,10,Residence,Total Population,Total Population,43636,,,10/30/2024
2013,11,Occurrence,Total Population,Total Population,40760,,,10/30/2024
2013,11,Residence,Total Population,Total Population,40642,,,10/30/2024
2013,12,Occurrence,Total Population,Total Population,42083,,,10/30/2024
2013,12,Residence,Total Population,Total Population,41980,,,10/30/2024
